"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"209002_s_at",-28.0969069767448,2093.21084883721,-0.144718359475367,0.885275276227535,0.955404011140485,-4.60379008186321
"213868_s_at",-0.706654883720937,33.3752304651163,-0.144684549379036,0.885301890321265,0.955404011140485,-4.60379016872231
"216990_at",-4.21096976744175,245.453652325581,-0.144510765452163,0.885438688865366,0.955505366070365,-4.6037906148582
"215514_at",-4.75351395348849,178.938815116279,-0.144237568034258,0.88565375035202,0.955691163152255,-4.6037913151242
"210969_at",15.5233953488373,1133.40158139535,0.143928958142021,0.885896698910683,0.955907033161917,-4.60379210456794
"210337_s_at",-4.19676976744191,169.455829069767,-0.143862780801976,0.885948797461829,0.955916959802534,-4.60379227363383
"205172_x_at",7.31075581395356,327.698238372093,0.143774655007651,0.886018175858461,0.95594552910735,-4.6037924986517
"209078_s_at",13.4516976744187,721.938523255814,0.143717288835512,0.886063338743891,0.955947970234827,-4.60379264505482
"210812_at",4.30490697674418,261.139958139535,0.143450721196598,0.886273205405935,0.956119001570377,-4.60379332459125
"218081_at",-0.91067209302323,60.77225,-0.143406929783332,0.886307682827164,0.956119001570377,-4.60379343610417
"215481_s_at",-6.93762790697667,539.062860465116,-0.143152971919451,0.886507630729923,0.956288402747489,-4.60379408212604
"31807_at",5.95934883720923,396.472953488372,0.142969749258633,0.886651891458764,0.956351976526139,-4.60379454750025
"202471_s_at",-10.7866279069768,951.372802325581,-0.142934295218848,0.886679806709515,0.956351976526139,-4.60379463748255
"217066_s_at",1.79546046511626,92.0528581395349,0.142914591379965,0.886695320873762,0.956351976526139,-4.60379468748123
"212098_at",-26.0936976744192,2618.71594186047,-0.142855508949945,0.886741840729521,0.956355860654175,-4.60379483736218
"210791_s_at",3.6634255813953,223.25265,0.142645322240868,0.886907339094162,0.956488057159773,-4.60379537006415
"206077_at",10.7111627906978,465.867046511628,0.142580052128725,0.886958732979172,0.956497190484193,-4.60379553532675
"219656_at",20.1523488372097,1359.76391860465,0.14250428342658,0.887018394092665,0.956514148612024,-4.60379572707679
"220518_at",6.45865116279072,541.883441860465,0.14245105173966,0.887060309701004,0.956514148612024,-4.60379586173086
"211276_at",3.14003488372093,91.7865686046512,0.142341703638302,0.887146413413531,0.956542922499833,-4.6037961381785
"206518_s_at",5.83447209302329,278.303926744186,0.142286880870225,0.887189582884241,0.956542922499833,-4.60379627669848
"221491_x_at",-22.6079534883731,1413.77,-0.142193948252202,0.887262762235194,0.956542922499833,-4.60379651138834
"210414_at",26.8163255813959,1388.59774418605,0.142136294570402,0.887308161846202,0.956542922499833,-4.60379665690859
"211807_x_at",15.5484883720935,1182.45159302326,0.142115888351978,0.887324230890688,0.956542922499833,-4.6037967084006
"221106_at",8.09237674418608,442.973974418605,0.142060948350315,0.887367494081011,0.956542922499833,-4.60379684699667
"207998_s_at",-4.86613720930239,292.530161627907,-0.142035563950493,0.887387483458984,0.956542922499833,-4.60379691101533
"211264_at",4.32509534883724,306.960219767442,0.141962463417083,0.88744504812623,0.956558700111101,-4.60379709530868
"207600_at",-8.86516279069747,868.887395348837,-0.141723251935836,0.887633424836129,0.95671546897666,-4.6037976977209
"218250_s_at",17.1303953488361,1573.84668604651,0.14159049112452,0.887737975469198,0.956781877019596,-4.60379803161778
"204365_s_at",-24.9259302325586,2227.90963953488,-0.141226803346615,0.888024393864097,0.957044281702151,-4.60379894470066
"202320_at",-2.69864651162786,240.162955813953,-0.141082596859385,0.888137966253033,0.957060304616459,-4.6037993060992
"207882_at",-6.88895348837212,500.169895348837,-0.141075081777527,0.888143884953772,0.957060304616459,-4.60379932492278
"210585_s_at",0.770972093023268,49.6300651162791,0.141044320371115,0.888168111976114,0.957060304616459,-4.60379940196267
"207354_at",-9.28302325581353,745.96611627907,-0.140905054063181,0.888277796456102,0.957132211722984,-4.60379975053584
"211078_s_at",1.2323930232558,56.8201244186046,0.140806749356876,0.888355221379038,0.957169353415652,-4.60379999637806
"206353_at",-7.506193023256,514.119124418605,-0.140696443857049,0.888442099434192,0.957182938768243,-4.60380027202799
"201295_s_at",-2.21285581395355,78.0229720930233,-0.140681662495827,0.888453741531372,0.957182938768243,-4.60380030894975
"204515_at",3.7808418604651,259.133186046512,0.140337758653493,0.888724614016893,0.957428474866487,-4.60380116687896
"213708_s_at",17.9335116279069,1137.33889534884,0.140175858146746,0.888852137941784,0.957511552801232,-4.60380157004224
"206914_at",6.44520930232534,560.892720930233,0.140130746640212,0.888887671374872,0.957511552801232,-4.60380168229571
"219321_at",-7.03836279069787,379.599981395349,-0.140061206840178,0.888942446932117,0.957518394593353,-4.60380185526474
"206816_s_at",-2.77601162790693,128.006868604651,-0.139939927447542,0.889037978355789,0.957518394593353,-4.60380215672241
"215924_at",6.59300930232553,365.265788372093,0.139909486073144,0.889061957195112,0.957518394593353,-4.60380223234793
"205827_at",-3.01924651162794,126.147104651163,-0.139904472996671,0.889065906033141,0.957518394593353,-4.60380224480034
"216473_x_at",-3.92681627906978,311.056454651163,-0.139801094803269,0.889147338437722,0.957559815495034,-4.60380250149097
"215994_x_at",-13.8902093023257,861.76626744186,-0.139591158881035,0.889312711472591,0.957691627186533,-4.60380302218369
"216675_at",-4.34003720930227,193.965637209302,-0.139415306698694,0.88945123946205,0.957794518384616,-4.60380345773866
"210926_at",-11.2531023255812,685.986613953488,-0.139323035467421,0.889523927726055,0.9578265043742,-4.60380368605887
"204240_s_at",-12.4995697674417,584.920052325581,-0.139214328999782,0.889609564345475,0.957859222175466,-4.60380395485342
"221268_s_at",13.2152325581399,1091.17787209302,0.139175333327116,0.889640284618025,0.957859222175466,-4.60380405122552
"201191_at",-1.84421860465116,134.323423255814,-0.138902073841603,0.88985555953713,0.957986568559658,-4.60380472578957
"203531_at",-18.7629999999999,1762.46838372093,-0.138892527803287,0.889863080093924,0.957986568559658,-4.60380474933084
"214087_s_at",-9.81656744186068,405.26683255814,-0.138857148028784,0.889890953064294,0.957986568559658,-4.60380483656595
"221101_at",-3.58971627906976,234.864339534884,-0.138750210282467,0.88997520183248,0.957986568559658,-4.60380510010496
"218262_at",8.28195813953511,370.733323255814,0.138659992444051,0.890046279138478,0.957986568559658,-4.6038053222814
"208897_s_at",-6.20065116279068,554.913558139535,-0.138658326161549,0.890047591912499,0.957986568559658,-4.60380532638356
"220503_at",-6.69678837209307,316.713345348837,-0.138609562724568,0.890086010127648,0.957986568559658,-4.60380544641008
"208017_s_at",1.13572790697674,75.5973988372093,0.13844620475797,0.890214713418386,0.957986568559658,-4.60380584819276
"211849_s_at",-1.29969069767439,84.4747802325581,-0.138444926853291,0.890215720240627,0.957986568559658,-4.60380585133392
"214319_at",-9.32132558139529,886.677802325581,-0.138376074611394,0.890269967094906,0.957986568559658,-4.60380602053422
"204783_at",11.7351162790699,1102.11337209302,0.138341114138356,0.890297511724014,0.957986568559658,-4.60380610641532
"222211_x_at",1.73622325581394,101.8513,0.138308826568403,0.890322950548103,0.957986568559658,-4.60380618571112
"40837_at",13.9713488372092,1307.98446511628,0.13828468921006,0.890341968034936,0.957986568559658,-4.60380624497855
"213139_at",9.56093023255801,739.385441860465,0.138260504540392,0.890361022862098,0.957986568559658,-4.60380630435178
"206476_s_at",-1.81276511627905,78.7726686046512,-0.138206670199888,0.890403438560296,0.957986568559658,-4.60380643647753
"220689_at",10.4477209302323,761.626534883721,0.137956981239741,0.890600170907497,0.958151970274804,-4.60380704861758
"205183_at",-1.64184651162793,98.6060372093023,-0.137722926907487,0.890784590804848,0.958304110312578,-4.60380762142337
"206794_at",4.2957604651163,278.491247674419,0.137663347751445,0.890831536343352,0.958308348186681,-4.60380776707744
"217964_at",19.6351860465106,1884.82503488372,0.13744684885746,0.891002130442547,0.958442076138817,-4.60380829582548
"216831_s_at",-0.527802093023261,19.2086556976744,-0.137396413383418,0.891041872696304,0.958442076138817,-4.60380841888295
"213391_at",13.2786511627907,941.124651162791,0.137296375421641,0.891120701649628,0.958480600224871,-4.60380866283196
"219953_s_at",-3.9180395348838,168.226526744186,-0.137186928993826,0.891206945638354,0.958527095745701,-4.60380892952077
"208840_s_at",7.01350697674411,325.930862790698,0.137115638630916,0.89126312328149,0.9585412508365,-4.60380910312016
"217932_at",-12.7625581395348,808.591186046512,-0.137026726228813,0.891333188076809,0.958570339281637,-4.60380931950471
"214268_s_at",14.1888604651167,1410.53043023256,0.136957095460745,0.891388059152207,0.958583085859207,-4.60380948886598
"201423_s_at",-6.89783720930234,676.360476744186,-0.136887483457739,0.891442915969281,0.958595815874118,-4.60380965809561
"216177_at",-10.6423441860468,758.344790697674,-0.136791053399366,0.891518907273222,0.958613150541007,-4.60380989237903
"218920_at",8.05220930232508,677.756569767442,0.13675784639565,0.891545076148267,0.958613150541007,-4.60380997301953
"222309_at",8.14683720930202,472.456162790698,0.136697218964693,0.891592854080145,0.958618266222816,-4.60381012019785
"214150_x_at",43.3122093023244,3636.34459302326,0.136560401717216,0.891700675477858,0.958646325003618,-4.60381045209391
"210795_s_at",6.42879069767446,382.137511627907,0.136452172330126,0.891785969119717,0.958646325003618,-4.6038107144053
"218370_s_at",10.1950465116277,1042.87712790698,0.136433467573375,0.891800710132718,0.958646325003618,-4.60381075971824
"216573_at",-8.14438139534883,264.173918604651,-0.13630315882263,0.891903406081154,0.958646325003618,-4.60381107522359
"215586_at",-1.64551627906977,101.5076,-0.13628705361986,0.891916098672882,0.958646325003618,-4.60381111419682
"215206_at",-17.6062093023254,1624.19322093023,-0.136278027105012,0.891923212527193,0.958646325003618,-4.6038111360382
"201646_at",13.885651162791,1123.2793372093,0.136259719831275,0.891937640634358,0.958646325003618,-4.60381118033173
"217693_x_at",-1.57689999999999,125.593954651163,-0.136227387113529,0.891963122393754,0.958646325003618,-4.60381125854459
"216796_s_at",5.80107906976758,281.418069767442,0.136109553870644,0.892055988988726,0.958688332698022,-4.60381154342634
"204684_at",4.6019186046511,235.058877906977,0.135935153547967,0.892193439927924,0.958688332698022,-4.60381196461648
"219975_x_at",9.01706976744197,729.484581395349,0.135924619816143,0.892201742032682,0.958688332698022,-4.60381199003897
"202006_at",-16.0341534883719,626.191611627907,-0.135918279871801,0.89220673883192,0.958688332698022,-4.60381200533908
"208912_s_at",2.35669534883726,200.360303488372,0.135890789762689,0.892228405090844,0.958688332698022,-4.60381207167235
"218121_at",-14.1320465116273,1160.21104651163,-0.13583225773631,0.892274537229891,0.958688332698022,-4.60381221286468
"213528_at",-10.4859069767442,1008.39997674419,-0.135795673720556,0.892303371186868,0.958688332698022,-4.60381230108264
"214088_s_at",-7.70082790697643,488.435725581395,-0.135654903977959,0.892414321230121,0.958761309482223,-4.60381264031052
"218922_s_at",0.64280465116277,35.6771651162791,0.135506793661902,0.89253105918363,0.958806538543325,-4.60381299684826
"208404_x_at",-1.26587209302326,98.2679011627907,-0.135492306765129,0.892542477628873,0.958806538543325,-4.60381303170087
"209099_x_at",-16.51088372093,1245.30027906977,-0.135282466084856,0.892707874757813,0.958937985597201,-4.60381353611851
"217236_x_at",-13.7390604651163,771.3294,-0.135138964619608,0.892820985829657,0.959013257519511,-4.60381388061936
"221670_s_at",14.010279069767,991.731790697674,0.134994512290765,0.892934848634432,0.959044848236948,-4.60381422703398
"206748_s_at",-13.4821162790702,1338.11654651163,-0.134968288978274,0.892955519084947,0.959044848236948,-4.60381428988103
"204295_at",-4.75103953488372,255.725277906977,-0.134863532556923,0.893038093770398,0.959044848236948,-4.60381454081965
"201093_x_at",17.4569999999997,1123.16163953488,0.134850416080352,0.893048432970831,0.959044848236948,-4.60381457222578
"206543_at",-6.41094186046507,268.548387209302,-0.134800942452511,0.893087431244116,0.959044848236948,-4.60381469065811
"217622_at",-8.59890697674427,759.125081395349,-0.13466396182186,0.893195409498293,0.959044848236948,-4.60381501834234
"209559_at",-2.36736511627907,155.360087209302,-0.134609865450088,0.893238052810614,0.959044848236948,-4.60381514765966
"217577_at",4.32515116279069,199.010161627907,0.134572305639553,0.893267660798615,0.959044848236948,-4.60381523741582
"218708_at",9.99541860465081,786.02161627907,0.134557787531576,0.893279105304973,0.959044848236948,-4.60381527210283
"208120_x_at",40.2655813953497,3470.21790697674,0.134543265271868,0.893290553106732,0.959044848236948,-4.60381530679602
"222219_s_at",-6.58049302325594,376.742290697674,-0.134501053522549,0.893323828479383,0.959044848236948,-4.60381540761723
"201905_s_at",-3.78272325581389,223.208624418605,-0.134329575627736,0.893459005861569,0.959143760062308,-4.60381581686086
"203492_x_at",6.3930930232558,519.023918604651,0.134182135652777,0.893575236479706,0.959147613409204,-4.60381616831928
"210741_at",7.51886046511618,495.426693023256,0.134179803792298,0.893577074762307,0.959147613409204,-4.60381617387472
"209989_at",1.40455581395349,64.1155081395349,0.134144288316068,0.893605072856661,0.959147613409204,-4.60381625847525
"206925_at",-1.11298139534885,81.4333720930233,-0.134099762724454,0.893640174131292,0.959147613409204,-4.60381636450691
"203764_at",9.84572093023269,773.657697674419,0.134052016100017,0.89367781490831,0.959147613409204,-4.60381647816996
"213645_at",-4.95594883720926,232.750679069767,-0.133917543720973,0.893783826745045,0.959210234046621,-4.60381679807035
"206884_s_at",0.685724883720933,22.5571094186047,0.13380036077803,0.893876209960536,0.959210234046621,-4.60381707657878
"202272_s_at",11.5172325581398,1146.43824418605,0.133765516181276,0.893903680588379,0.959210234046621,-4.60381715934686
"213551_x_at",15.792302325581,1055.51315116279,0.133707778485649,0.893949199860544,0.959210234046621,-4.60381729644665
"217602_at",-0.817939534883728,46.9024441860465,-0.133704994378465,0.893951394805286,0.959210234046621,-4.60381730305609
"209963_s_at",-1.22559999999999,67.5272465116279,-0.133563282398734,0.894063119312456,0.959283921785413,-4.60381763929745
"205252_at",-9.72490697674425,611.880360465116,-0.133110122031145,0.894420401398412,0.95957170283151,-4.60381871212415
"214353_at",-1.84804186046513,94.6980534883721,-0.133034535480489,0.894479997701744,0.95957170283151,-4.60381889071572
"221382_at",-34.876186046512,2261.3846744186,-0.133005805414489,0.89450265011454,0.95957170283151,-4.60381895857088
"208830_s_at",-6.55988372093026,482.259802325581,-0.132998385084657,0.894508500737481,0.95957170283151,-4.60381897609397
"202077_at",-28.6377674418604,2062.75609302326,-0.132950001739203,0.894546649145939,0.95957170283151,-4.60381909032713
